F4_S0,Link test text: Buy Now href: https://nutrish.com/where-to-buy xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[4]/div[1]/a[4] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: Read Reviews href: https://nutrish.com/reviews xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[4]/div[2]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: Write Reviews href: https://nutrish.com/reviews/write xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[4]/div[2]/a[2] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: Ingredient Glossary href: https://nutrish.com/ingredients xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[4]/div[2]/a[3] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: Videos href: https://nutrish.com/videos xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[4]/div[2]/a[4] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: #NutrishPets href: https://nutrish.com/pets xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[4]/div[3]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: Pet Profiles href: https://nutrish.com/auth/login xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[4]/div[3]/a[2] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: Switch to Nutrish href: https://nutrish.com/switch-to xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[4]/div[3]/a[3] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: Company Information href: https://www.jmsmucker.com/ xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[4]/div[6]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: Privacy Policy href: https://www.jmsmucker.com/privacy-policy xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[4]/div[6]/a[2] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: Do Not Sell My Info href: https://consumer-privacy.jmsmucker.com/ xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[4]/div[6]/a[3] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: Terms of Use href: https://www.jmsmucker.com/terms-of-use xPath: /html[1]/body[1]/footer[1]/div[1]/div[2]/nav[1]/div[4]/div[6]/a[4] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
F4_S0,Link test text: Learn More href: https://www.nutrish.com/faq/information xPath: /html[1]/body[1]/div[5]/div[1]/p[2]/a[1] gave a response code of 200,Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\CheckAllPageLinksWithNoSeparateNavigationStep-Test.xml
File And Step Number,Test Performed,Execution Status,Variable Output,Test File Name
F5_S0,Navigation and URL Check.  Expected: (https://timesofindia.indiatimes.com/poll.cms) Actual: (https://timesofindia.indiatimes.com/poll.cms),Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\ParseAndCalculate-Test.xml
F5_S1,Parse and Calculate Double Expected: (5.0) Actual: (8.0),Failure,="(8.0)",C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\ParseAndCalculate-Test.xml
F5_S3,Navigation and URL Check.  Expected: (https://timesofindia.indiatimes.com/poll.cms) Actual: (https://timesofindia.indiatimes.com/poll.cms),Successful,,C:\Gary\Java Utilities\Ex_Files_Selenium_EssT\Ex_Files_Selenium_EssT\Exercise Files\ConfigurableAutomatedTester\Tests\ParseAndCalculate-Test.xml
